Area,AspectRation,Compactness,ConvexArea,Class
36105,1.334222178,0.865341907,36668,SEKER
36109,1.218691776,0.905032184,36461,SEKER
36109,1.195610653,0.913300894,36550,SEKER
36112,1.100956695,0.95162134,36709,SEKER
36115,1.129642907,0.940453281,36464,SEKER
36120,1.145608381,0.933779471,36437,SEKER
36120,1.106669237,0.950001616,36472,SEKER
36128,1.269867409,0.886637572,36465,SEKER
36136,1.195444882,0.914164374,36663,SEKER
36137,1.255824634,0.891923251,36540,SEKER
36140,1.21386242,0.906998958,36473,SEKER
36144,1.075875676,0.963626055,36563,SEKER
36147,1.266297755,0.887608978,36675,SEKER
36152,1.345240827,0.861855453,36582,SEKER
36154,1.197985723,0.913112611,36386,SEKER
36154,1.167994331,0.924566219,36497,SEKER
36156,1.237168894,0.898230206,36461,SEKER
36156,1.239040375,0.897809167,36404,SEKER
36166,1.234300541,0.899478584,36460,SEKER
36166,1.115233849,0.946030099,36553,SEKER
36169,1.233520795,0.899940941,36452,SEKER
36186,1.215910025,0.905687343,36484,SEKER
36210,1.210546321,0.908591116,36567,SEKER
36236,1.194891861,0.91443778,36704,SEKER
36244,1.221045669,0.904378922,36667,SEKER
36246,1.232447529,0.900483711,36557,SEKER
36253,1.149574601,0.931985591,36730,SEKER
36253,1.218352282,0.905330777,36493,SEKER
36257,1.064697761,0.968733066,36639,SEKER
36261,1.168547976,0.924333996,36685,SEKER
36265,1.255620525,0.891819117,36514,SEKER
36272,1.274385705,0.884838658,36736,SEKER
36278,1.313179102,0.871715243,36580,SEKER
36299,1.284191336,0.882009065,36649,SEKER
36301,1.156927291,0.928622882,36793,SEKER
36311,1.246763005,0.895343024,36606,SEKER
36325,1.307257984,0.873619747,36623,SEKER
36331,1.193195566,0.915031973,36684,SEKER
36336,1.224487485,0.903231687,36612,SEKER
36340,1.198432349,0.912204987,36609,SEKER
36343,1.274642756,0.883745687,36737,SEKER
36345,1.149669212,0.932109658,36613,SEKER
36349,1.105962813,0.949718792,36645,SEKER
36361,1.189295185,0.916414612,36669,SEKER
36365,1.233736641,0.899793794,36680,SEKER
36369,1.21057436,0.908563911,36716,SEKER
36373,1.288757984,0.880242599,36684,SEKER
36384,1.23658858,0.898792902,36749,SEKER
36393,1.178992016,0.920579435,36655,SEKER
36396,1.157016236,0.928817074,36785,SEKER
36405,1.205133482,0.910258283,36738,SEKER
36411,1.212281263,0.90783642,36825,SEKER
36421,1.227688619,0.902152099,36706,SEKER
36421,1.227590789,0.902136555,36776,SEKER
36426,1.261586425,0.889889914,36779,SEKER
36439,1.212584969,0.907653743,36736,SEKER
36443,1.134763758,0.937978786,36837,SEKER
36453,1.237854671,0.898485624,36717,SEKER
36461,1.263279999,0.888276263,36805,SEKER
36461,1.23507307,0.899142169,36845,SEKER
36463,1.236168645,0.898886427,36818,SEKER
36469,1.246705762,0.895024541,36766,SEKER
36473,1.164641364,0.926323169,36858,SEKER
36474,1.176229156,0.921550881,36817,SEKER
36481,1.143171275,0.934533214,36781,SEKER
36496,1.024867596,0.987302969,36927,SEKER
36518,1.16580695,0.925984054,36855,SEKER
36520,1.169104433,0.924158319,36852,SEKER
36527,1.219630832,0.904923466,36865,SEKER
36532,1.273132289,0.884635018,36893,SEKER
36536,1.150736463,0.9315073,36879,SEKER
36540,1.225601378,0.902054173,37058,SEKER
36549,1.234371526,0.899646177,36884,SEKER
36553,1.147899704,0.932897117,36884,SEKER
36554,1.314607587,0.871714886,36868,SEKER
36565,1.259739221,0.890560792,36892,SEKER
36566,1.289875422,0.879948439,36883,SEKER
36568,1.249964074,0.893886633,36883,SEKER
36576,1.136555958,0.93762711,36883,SEKER
36587,1.323499216,0.8685907,36985,SEKER
36589,1.248704354,0.894216462,37011,SEKER
36592,1.233609808,0.900071321,36953,SEKER
36594,1.191494509,0.915698314,36890,SEKER
36598,1.257798346,0.890907053,36971,SEKER
36600,1.243859317,0.896273256,36908,SEKER
36601,1.311636089,0.872706379,36924,SEKER
36606,1.30703204,0.8744453,36991,SEKER
36609,1.078807569,0.962230792,36943,SEKER
36613,1.163194681,0.926452655,36993,SEKER
36620,1.19463008,0.914201563,36899,SEKER
36629,1.146945862,0.933479499,36913,SEKER
36648,1.280424807,0.882688828,37297,SEKER
36655,1.242682752,0.896320768,37023,SEKER
36661,1.125547872,0.941975236,36979,SEKER
36663,1.17888629,0.920536257,37092,SEKER
36677,1.226270786,0.902737392,36981,SEKER
36677,1.191519362,0.915370611,36958,SEKER
36701,1.1671952,0.922161509,37415,SEKER
36705,1.303708029,0.875210458,37077,SEKER
36707,1.276124698,0.884638662,37074,SEKER
36711,1.27842304,0.884039034,37042,SEKER
36730,1.188778353,0.91645742,37038,SEKER
36733,1.181292993,0.919454897,37081,SEKER
36736,1.315219041,0.871413769,37023,SEKER
36738,1.2074229,0.908988528,37032,SEKER
36740,1.222434477,0.903022185,37128,SEKER
36741,1.214544095,0.906425378,37052,SEKER
36746,1.27078241,0.886587745,37125,SEKER
36768,1.274648498,0.885488793,37178,SEKER
36775,1.278143941,0.884155016,37039,SEKER
36778,1.141100915,0.935165888,37050,SEKER
36789,1.203271297,0.911320054,37058,SEKER
36791,1.280708303,0.882389417,37159,SEKER
36805,1.191967817,0.915041181,37153,SEKER
36806,1.26134987,0.889711523,37082,SEKER
36813,1.256985463,0.890914517,37100,SEKER
36824,1.190274291,0.916102266,37125,SEKER
36831,1.230513111,0.900976724,37129,SEKER
36839,1.223581275,0.903654309,37173,SEKER
36841,1.209585822,0.908522076,37129,SEKER
36847,1.182176169,0.919268955,37168,SEKER
36851,1.230139094,0.900528648,37198,SEKER
36856,1.225782165,0.902878285,37126,SEKER
36860,1.214420415,0.906853623,37289,SEKER
36863,1.193565512,0.915066522,37161,SEKER
36864,1.317498297,0.87085152,37195,SEKER
36870,1.280373837,0.883528883,37138,SEKER
36872,1.196845384,0.913434788,37183,SEKER
36880,1.220650083,0.904471644,37219,SEKER
36883,1.202153401,0.911724135,37217,SEKER
36888,1.322592426,0.868806256,37205,SEKER
36892,1.264168223,0.888749496,37200,SEKER
36898,1.221475636,0.903648845,37250,SEKER
36906,1.290233155,0.879870777,37298,SEKER
36911,1.120069441,0.944528467,37249,SEKER
36917,1.191917225,0.915074591,37353,SEKER
36919,1.316788714,0.871130126,37346,SEKER
36934,1.265157207,0.888552367,37227,SEKER
36939,1.237313394,0.897474898,37283,SEKER
36952,1.245899902,0.895497471,37282,SEKER
36955,1.242560738,0.896716919,37410,SEKER
36955,1.179085981,0.920522021,37319,SEKER
36957,1.278204865,0.883916241,37260,SEKER
36968,1.294675651,0.878387996,37213,SEKER
36975,1.236584342,0.898937892,37252,SEKER
36975,1.219487497,0.905338253,37239,SEKER
36976,1.251421305,0.893460596,37264,SEKER
36980,1.097822271,0.953929424,37374,SEKER
36982,1.267149988,0.88767814,37558,SEKER
36986,1.148683989,0.932506056,37350,SEKER
